start_time,end_time,peak_time,peak_flux,activity_level,confidence,duration_minutes
2026-06-02 05:45:51,2026-06-02 05:45:51,2026-06-02 05:45:51,16.0,2,61,0.0
2026-06-02 05:45:58,2026-06-02 05:45:58,2026-06-02 05:45:58,17.0,1,60,0.0
2026-06-02 05:46:31,2026-06-02 05:46:34,2026-06-02 05:46:34,18.0,2,64,0.05
2026-06-02 05:46:39,2026-06-02 05:48:19,2026-06-02 05:47:35,21.0,1,59,1.67
2026-06-02 05:48:22,2026-06-02 05:48:22,2026-06-02 05:48:22,21.0,2,64,0.0
2026-06-02 05:48:27,2026-06-02 05:48:27,2026-06-02 05:48:27,22.0,1,58,0.0
2026-06-02 05:48:46,2026-06-02 05:49:09,2026-06-02 05:49:09,18.0,2,65,0.38
2026-06-02 05:49:17,2026-06-02 05:49:17,2026-06-02 05:49:17,16.0,1,59,0.0
2026-06-02 05:49:26,2026-06-02 05:49:42,2026-06-02 05:49:42,16.0,2,63,0.27
2026-06-02 05:49:47,2026-06-02 05:49:53,2026-06-02 05:49:47,21.0,1,58,0.1
2026-06-02 05:50:02,2026-06-02 05:50:14,2026-06-02 05:50:02,24.0,2,63,0.2
2026-06-02 05:50:16,2026-06-02 05:50:16,2026-06-02 05:50:16,18.0,1,59,0.0
2026-06-02 05:50:25,2026-06-02 05:50:25,2026-06-02 05:50:25,22.0,3,66,0.0
2026-06-02 05:50:33,2026-06-02 05:50:33,2026-06-02 05:50:33,17.0,2,63,0.0
2026-06-02 05:50:40,2026-06-02 05:50:40,2026-06-02 05:50:40,12.0,1,59,0.0
2026-06-02 05:51:03,2026-06-02 05:51:03,2026-06-02 05:51:03,15.0,2,62,0.0
2026-06-02 05:51:11,2026-06-02 05:51:11,2026-06-02 05:51:11,13.0,1,59,0.0
2026-06-02 05:51:18,2026-06-02 05:51:35,2026-06-02 05:51:35,19.0,2,63,0.28
2026-06-02 05:51:43,2026-06-02 05:51:51,2026-06-02 05:51:51,18.0,1,58,0.13
2026-06-02 05:51:59,2026-06-02 05:52:39,2026-06-02 05:52:31,15.0,2,62,0.67
2026-06-02 05:53:03,2026-06-02 05:53:11,2026-06-02 05:53:11,11.0,1,60,0.13
2026-06-02 05:53:27,2026-06-02 05:54:07,2026-06-02 05:54:07,12.0,2,63,0.67
2026-06-02 05:54:15,2026-06-02 05:54:23,2026-06-02 05:54:22,17.0,1,60,0.13
2026-06-02 05:54:30,2026-06-02 05:54:30,2026-06-02 05:54:30,16.0,2,64,0.0
2026-06-02 05:54:38,2026-06-02 05:54:46,2026-06-02 05:54:46,10.0,1,59,0.13
2026-06-02 05:55:02,2026-06-02 05:55:02,2026-06-02 05:55:02,12.0,2,61,0.0
2026-06-02 05:55:11,2026-06-02 05:55:18,2026-06-02 05:55:17,12.0,1,59,0.12
2026-06-02 05:55:26,2026-06-02 05:55:50,2026-06-02 05:55:26,13.0,2,61,0.4
2026-06-02 05:55:57,2026-06-02 05:56:15,2026-06-02 05:56:15,12.0,1,59,0.3
2026-06-02 05:56:19,2026-06-02 05:56:21,2026-06-02 05:56:21,14.0,2,65,0.03
2026-06-02 05:56:27,2026-06-02 05:56:28,2026-06-02 05:56:28,16.0,1,59,0.02
2026-06-02 05:56:36,2026-06-02 05:56:36,2026-06-02 05:56:36,14.0,2,65,0.0
2026-06-02 05:56:38,2026-06-02 05:56:38,2026-06-02 05:56:38,15.0,1,58,0.0
2026-06-02 05:56:44,2026-06-02 05:56:44,2026-06-02 05:56:44,10.0,2,61,0.0
2026-06-02 05:57:16,2026-06-02 05:57:16,2026-06-02 05:57:16,13.0,3,65,0.0
2026-06-02 05:57:24,2026-06-02 05:58:25,2026-06-02 05:58:20,14.0,1,60,1.02
2026-06-02 05:58:27,2026-06-02 05:58:35,2026-06-02 05:58:35,12.0,2,62,0.13
2026-06-02 05:58:51,2026-06-02 05:59:57,2026-06-02 05:59:07,14.0,1,58,1.1
2026-06-02 06:00:08,2026-06-02 06:00:08,2026-06-02 06:00:08,9.0,2,61,0.0
2026-06-02 06:00:13,2026-06-02 06:00:24,2026-06-02 06:00:24,15.0,1,59,0.18
2026-06-02 06:00:39,2026-06-02 06:00:39,2026-06-02 06:00:39,9.0,2,61,0.0
2026-06-02 06:00:48,2026-06-02 06:01:06,2026-06-02 06:01:06,14.0,1,59,0.3
2026-06-02 06:01:10,2026-06-02 06:01:10,2026-06-02 06:01:10,10.0,2,63,0.0
2026-06-02 06:01:18,2026-06-02 06:01:30,2026-06-02 06:01:26,13.0,1,58,0.2
2026-06-02 06:01:34,2026-06-02 06:01:34,2026-06-02 06:01:34,12.0,3,66,0.0
2026-06-02 06:01:50,2026-06-02 06:01:50,2026-06-02 06:01:50,8.0,1,60,0.0
2026-06-02 06:01:52,2026-06-02 06:01:52,2026-06-02 06:01:52,17.0,2,61,0.0
2026-06-02 06:01:58,2026-06-02 06:03:01,2026-06-02 06:02:29,15.0,1,60,1.05
2026-06-02 06:03:09,2026-06-02 06:03:57,2026-06-02 06:03:57,10.0,2,61,0.8
2026-06-02 06:03:59,2026-06-02 06:04:12,2026-06-02 06:04:05,13.0,1,60,0.22
2026-06-02 06:04:21,2026-06-02 06:04:21,2026-06-02 06:04:21,10.0,2,61,0.0
2026-06-02 06:04:37,2026-06-02 06:05:09,2026-06-02 06:04:57,14.0,1,59,0.53
2026-06-02 06:05:16,2026-06-02 06:05:16,2026-06-02 06:05:16,12.0,2,65,0.0
2026-06-02 06:05:32,2026-06-02 06:05:54,2026-06-02 06:05:32,12.0,1,60,0.37
2026-06-02 06:06:11,2026-06-02 06:06:11,2026-06-02 06:06:11,10.0,2,65,0.0
2026-06-02 06:06:22,2026-06-02 06:07:58,2026-06-02 06:07:11,13.0,1,60,1.6
2026-06-02 06:08:06,2026-06-02 06:08:06,2026-06-02 06:08:06,12.0,3,65,0.0
2026-06-02 06:08:09,2026-06-02 06:08:13,2026-06-02 06:08:13,13.0,1,59,0.07
2026-06-02 06:08:22,2026-06-02 06:08:22,2026-06-02 06:08:22,13.0,2,62,0.0
2026-06-02 06:08:27,2026-06-02 06:08:27,2026-06-02 06:08:27,9.0,1,58,0.0
2026-06-02 06:08:36,2026-06-02 06:08:36,2026-06-02 06:08:36,9.0,2,62,0.0
2026-06-02 06:08:51,2026-06-02 06:09:07,2026-06-02 06:08:51,9.0,1,60,0.27
2026-06-02 06:09:16,2026-06-02 06:10:09,2026-06-02 06:10:09,10.0,2,64,0.88
2026-06-02 06:10:11,2026-06-02 06:10:24,2026-06-02 06:10:11,9.0,1,60,0.22
2026-06-02 06:10:31,2026-06-02 06:10:31,2026-06-02 06:10:31,8.0,2,61,0.0
2026-06-02 06:10:47,2026-06-02 06:10:47,2026-06-02 06:10:47,13.0,1,58,0.0
2026-06-02 06:11:04,2026-06-02 06:11:12,2026-06-02 06:11:12,10.0,2,64,0.13
2026-06-02 06:11:19,2026-06-02 06:11:35,2026-06-02 06:11:35,7.0,1,60,0.27
2026-06-02 06:11:51,2026-06-02 06:11:51,2026-06-02 06:11:51,8.0,2,62,0.0
2026-06-02 06:11:59,2026-06-02 06:11:59,2026-06-02 06:11:59,6.0,1,60,0.0
2026-06-02 06:12:08,2026-06-02 06:12:08,2026-06-02 06:12:08,9.0,2,62,0.0
2026-06-02 06:12:12,2026-06-02 06:12:12,2026-06-02 06:12:12,13.0,1,58,0.0
2026-06-02 06:12:15,2026-06-02 06:12:36,2026-06-02 06:12:15,13.0,2,61,0.35
2026-06-02 06:12:38,2026-06-02 06:12:38,2026-06-02 06:12:38,6.0,1,60,0.0
2026-06-02 06:12:47,2026-06-02 06:12:47,2026-06-02 06:12:47,8.0,2,61,0.0
2026-06-02 06:12:54,2026-06-02 06:12:54,2026-06-02 06:12:54,11.0,3,65,0.0
2026-06-02 06:13:02,2026-06-02 06:13:21,2026-06-02 06:13:10,13.0,1,60,0.32
2026-06-02 06:13:25,2026-06-02 06:13:25,2026-06-02 06:13:25,9.0,2,62,0.0
2026-06-02 06:13:33,2026-06-02 06:13:42,2026-06-02 06:13:33,13.0,1,59,0.15
2026-06-02 06:13:49,2026-06-02 06:13:49,2026-06-02 06:13:49,8.0,2,64,0.0
2026-06-02 06:13:54,2026-06-02 06:13:54,2026-06-02 06:13:54,11.0,1,58,0.0
2026-06-02 06:13:58,2026-06-02 06:13:58,2026-06-02 06:13:58,9.0,2,63,0.0
2026-06-02 06:14:01,2026-06-02 06:14:01,2026-06-02 06:14:01,11.0,1,57,0.0
2026-06-02 06:14:05,2026-06-02 06:14:29,2026-06-02 06:14:29,9.0,2,63,0.4
2026-06-02 06:14:37,2026-06-02 06:15:03,2026-06-02 06:14:37,13.0,1,59,0.43
2026-06-02 06:15:17,2026-06-02 06:15:25,2026-06-02 06:15:17,9.0,2,61,0.13
2026-06-02 06:15:32,2026-06-02 06:15:56,2026-06-02 06:15:49,11.0,1,60,0.4
2026-06-02 06:16:04,2026-06-02 06:16:17,2026-06-02 06:16:04,10.0,2,62,0.22
2026-06-02 06:16:25,2026-06-02 06:16:25,2026-06-02 06:16:25,7.0,1,58,0.0
2026-06-02 06:16:34,2026-06-02 06:16:34,2026-06-02 06:16:34,11.0,2,64,0.0
2026-06-02 06:16:39,2026-06-02 06:17:32,2026-06-02 06:17:02,13.0,1,60,0.88
2026-06-02 06:17:34,2026-06-02 06:17:34,2026-06-02 06:17:34,12.0,2,63,0.0
2026-06-02 06:17:41,2026-06-02 06:17:50,2026-06-02 06:17:50,8.0,1,58,0.15
2026-06-02 06:18:14,2026-06-02 06:18:14,2026-06-02 06:18:14,11.0,2,61,0.0
2026-06-02 06:18:45,2026-06-02 06:19:35,2026-06-02 06:19:21,13.0,1,59,0.83
2026-06-02 06:19:42,2026-06-02 06:19:42,2026-06-02 06:19:42,10.0,2,61,0.0
2026-06-02 06:19:50,2026-06-02 06:19:50,2026-06-02 06:19:50,11.0,3,68,0.0
2026-06-02 06:20:13,2026-06-02 06:20:37,2026-06-02 06:20:20,11.0,1,60,0.4
2026-06-02 06:20:40,2026-06-02 06:20:40,2026-06-02 06:20:40,15.0,2,62,0.0
2026-06-02 06:20:45,2026-06-02 06:20:45,2026-06-02 06:20:45,3.0,1,57,0.0
2026-06-02 06:21:09,2026-06-02 06:21:17,2026-06-02 06:21:17,12.0,2,65,0.13
2026-06-02 06:21:24,2026-06-02 06:21:43,2026-06-02 06:21:33,11.0,1,60,0.32
2026-06-02 06:21:49,2026-06-02 06:21:56,2026-06-02 06:21:56,18.0,2,64,0.12
2026-06-02 06:21:59,2026-06-02 06:22:28,2026-06-02 06:22:28,13.0,1,59,0.48
2026-06-02 06:22:37,2026-06-02 06:22:37,2026-06-02 06:22:37,8.0,2,61,0.0
2026-06-02 06:22:44,2026-06-02 06:23:16,2026-06-02 06:22:53,14.0,1,60,0.53
2026-06-02 06:23:25,2026-06-02 06:23:33,2026-06-02 06:23:33,9.0,2,63,0.13
2026-06-02 06:23:41,2026-06-02 06:23:53,2026-06-02 06:23:53,13.0,1,59,0.2
2026-06-02 06:23:57,2026-06-02 06:23:57,2026-06-02 06:23:57,9.0,2,62,0.0
2026-06-02 06:24:01,2026-06-02 06:24:05,2026-06-02 06:24:01,14.0,1,59,0.07
2026-06-02 06:24:13,2026-06-02 06:24:22,2026-06-02 06:24:22,11.0,2,62,0.15
2026-06-02 06:24:27,2026-06-02 06:24:36,2026-06-02 06:24:36,7.0,1,59,0.15
2026-06-02 06:24:43,2026-06-02 06:25:07,2026-06-02 06:24:43,10.0,2,63,0.4
2026-06-02 06:25:22,2026-06-02 06:25:36,2026-06-02 06:25:22,11.0,1,58,0.23
2026-06-02 06:25:39,2026-06-02 06:25:39,2026-06-02 06:25:39,8.0,2,62,0.0
2026-06-02 06:25:53,2026-06-02 06:26:17,2026-06-02 06:26:17,13.0,1,60,0.4
2026-06-02 06:26:24,2026-06-02 06:26:57,2026-06-02 06:26:48,10.0,2,64,0.55
2026-06-02 06:27:08,2026-06-02 06:27:08,2026-06-02 06:27:08,11.0,1,57,0.0
2026-06-02 06:27:19,2026-06-02 06:27:19,2026-06-02 06:27:19,11.0,3,67,0.0
2026-06-02 06:27:28,2026-06-02 06:27:28,2026-06-02 06:27:28,6.0,2,61,0.0
2026-06-02 06:27:36,2026-06-02 06:27:38,2026-06-02 06:27:36,9.0,1,60,0.03
2026-06-02 06:27:43,2026-06-02 06:27:43,2026-06-02 06:27:43,9.0,2,64,0.0
2026-06-02 06:27:50,2026-06-02 06:28:10,2026-06-02 06:27:50,12.0,1,60,0.33
2026-06-02 06:28:12,2026-06-02 06:28:20,2026-06-02 06:28:20,10.0,2,62,0.13
2026-06-02 06:28:36,2026-06-02 06:28:50,2026-06-02 06:28:36,11.0,1,59,0.23
2026-06-02 06:28:52,2026-06-02 06:28:52,2026-06-02 06:28:52,9.0,2,61,0.0
2026-06-02 06:28:54,2026-06-02 06:29:45,2026-06-02 06:29:15,14.0,1,60,0.85
2026-06-02 06:29:53,2026-06-02 06:30:01,2026-06-02 06:30:01,11.0,2,64,0.13
2026-06-02 06:30:16,2026-06-02 06:30:16,2026-06-02 06:30:16,6.0,1,57,0.0
2026-06-02 06:30:17,2026-06-02 06:30:46,2026-06-02 06:30:46,16.0,2,63,0.48
2026-06-02 06:30:48,2026-06-02 06:30:48,2026-06-02 06:30:48,12.0,3,65,0.0
2026-06-02 06:30:56,2026-06-02 06:31:09,2026-06-02 06:30:56,12.0,1,58,0.22
2026-06-02 06:31:12,2026-06-02 06:31:12,2026-06-02 06:31:12,9.0,2,61,0.0
2026-06-02 06:31:13,2026-06-02 06:31:19,2026-06-02 06:31:13,16.0,1,59,0.1
2026-06-02 06:31:20,2026-06-02 06:31:20,2026-06-02 06:31:20,12.0,2,63,0.0
2026-06-02 06:31:28,2026-06-02 06:31:46,2026-06-02 06:31:43,14.0,1,59,0.3
2026-06-02 06:32:00,2026-06-02 06:32:00,2026-06-02 06:32:00,10.0,3,65,0.0
2026-06-02 06:32:12,2026-06-02 06:32:29,2026-06-02 06:32:27,14.0,1,60,0.28
2026-06-02 06:32:31,2026-06-02 06:32:31,2026-06-02 06:32:31,10.0,2,60,0.0
2026-06-02 06:32:39,2026-06-02 06:33:03,2026-06-02 06:32:53,13.0,1,60,0.4
2026-06-02 06:33:11,2026-06-02 06:33:11,2026-06-02 06:33:11,10.0,2,62,0.0
2026-06-02 06:33:16,2026-06-02 06:33:16,2026-06-02 06:33:16,13.0,1,59,0.0
2026-06-02 06:33:19,2026-06-02 06:33:19,2026-06-02 06:33:19,9.0,2,61,0.0
2026-06-02 06:33:27,2026-06-02 06:34:23,2026-06-02 06:33:27,15.0,1,60,0.93
2026-06-02 06:34:38,2026-06-02 06:34:38,2026-06-02 06:34:38,9.0,2,62,0.0
2026-06-02 06:34:55,2026-06-02 06:34:55,2026-06-02 06:34:55,7.0,1,59,0.0
2026-06-02 06:35:01,2026-06-02 06:35:01,2026-06-02 06:35:01,10.0,3,65,0.0
2026-06-02 06:35:18,2026-06-02 06:35:28,2026-06-02 06:35:18,13.0,1,57,0.17
2026-06-02 06:35:42,2026-06-02 06:35:42,2026-06-02 06:35:42,14.0,2,61,0.0
2026-06-02 06:35:45,2026-06-02 06:35:59,2026-06-02 06:35:59,12.0,1,57,0.23
2026-06-02 06:36:01,2026-06-02 06:36:18,2026-06-02 06:36:01,12.0,2,65,0.28
2026-06-02 06:36:26,2026-06-02 06:36:26,2026-06-02 06:36:26,7.0,1,58,0.0
2026-06-02 06:36:50,2026-06-02 06:36:50,2026-06-02 06:36:50,10.0,2,64,0.0
2026-06-02 06:36:52,2026-06-02 06:37:32,2026-06-02 06:37:14,13.0,1,59,0.67
2026-06-02 06:37:36,2026-06-02 06:37:36,2026-06-02 06:37:36,11.0,2,62,0.0
2026-06-02 06:37:38,2026-06-02 06:38:00,2026-06-02 06:38:00,15.0,1,58,0.37
2026-06-02 06:38:23,2026-06-02 06:38:23,2026-06-02 06:38:23,11.0,2,61,0.0
2026-06-02 06:38:38,2026-06-02 06:38:56,2026-06-02 06:38:40,14.0,1,60,0.3
2026-06-02 06:39:04,2026-06-02 06:39:04,2026-06-02 06:39:04,12.0,2,63,0.0
2026-06-02 06:39:12,2026-06-02 06:39:20,2026-06-02 06:39:20,7.0,1,59,0.13
2026-06-02 06:39:27,2026-06-02 06:39:27,2026-06-02 06:39:27,18.0,2,62,0.0
2026-06-02 06:39:28,2026-06-02 06:40:05,2026-06-02 06:39:52,9.0,1,60,0.62
2026-06-02 06:40:14,2026-06-02 06:40:14,2026-06-02 06:40:14,12.0,2,65,0.0
2026-06-02 06:40:19,2026-06-02 06:40:19,2026-06-02 06:40:19,15.0,1,59,0.0
2026-06-02 06:40:38,2026-06-02 06:40:38,2026-06-02 06:40:38,13.0,2,64,0.0
2026-06-02 06:40:44,2026-06-02 06:40:45,2026-06-02 06:40:44,16.0,1,59,0.02
2026-06-02 06:40:53,2026-06-02 06:41:02,2026-06-02 06:41:02,14.0,2,63,0.15
2026-06-02 06:41:13,2026-06-02 06:41:13,2026-06-02 06:41:13,15.0,1,58,0.0
2026-06-02 06:41:16,2026-06-02 06:41:16,2026-06-02 06:41:16,10.0,2,61,0.0
2026-06-02 06:41:24,2026-06-02 06:41:31,2026-06-02 06:41:31,13.0,1,60,0.12
2026-06-02 06:41:32,2026-06-02 06:41:47,2026-06-02 06:41:47,16.0,2,63,0.25
2026-06-02 06:41:49,2026-06-02 06:41:54,2026-06-02 06:41:54,17.0,1,59,0.08
2026-06-02 06:42:03,2026-06-02 06:42:10,2026-06-02 06:42:03,14.0,2,61,0.12
2026-06-02 06:42:32,2026-06-02 06:42:32,2026-06-02 06:42:32,16.0,1,58,0.0
2026-06-02 06:42:34,2026-06-02 06:42:34,2026-06-02 06:42:34,10.0,2,60,0.0
2026-06-02 06:42:40,2026-06-02 06:42:57,2026-06-02 06:42:57,17.0,1,60,0.28
2026-06-02 06:43:05,2026-06-02 06:43:05,2026-06-02 06:43:05,19.0,3,67,0.0
2026-06-02 06:43:13,2026-06-02 06:43:41,2026-06-02 06:43:29,17.0,1,59,0.47
2026-06-02 06:43:44,2026-06-02 06:43:44,2026-06-02 06:43:44,17.0,3,66,0.0
2026-06-02 06:43:52,2026-06-02 06:44:27,2026-06-02 06:44:05,17.0,1,60,0.58
2026-06-02 06:44:32,2026-06-02 06:44:32,2026-06-02 06:44:32,23.0,2,62,0.0
2026-06-02 06:44:36,2026-06-02 06:44:44,2026-06-02 06:44:44,14.0,1,60,0.13
2026-06-02 06:44:52,2026-06-02 06:44:52,2026-06-02 06:44:52,14.0,2,61,0.0
2026-06-02 06:45:15,2026-06-02 06:45:15,2026-06-02 06:45:15,19.0,1,57,0.0
2026-06-02 06:45:25,2026-06-02 06:45:33,2026-06-02 06:45:33,20.0,2,64,0.13
2026-06-02 06:45:38,2026-06-02 06:46:00,2026-06-02 06:45:46,21.0,1,60,0.37
2026-06-02 06:46:02,2026-06-02 06:46:02,2026-06-02 06:46:02,16.0,2,63,0.0
2026-06-02 06:46:10,2026-06-02 06:46:10,2026-06-02 06:46:10,12.0,1,57,0.0
2026-06-02 06:46:18,2026-06-02 06:46:18,2026-06-02 06:46:18,15.0,2,63,0.0
2026-06-02 06:46:20,2026-06-02 06:46:30,2026-06-02 06:46:30,22.0,1,60,0.17
2026-06-02 06:46:35,2026-06-02 06:46:50,2026-06-02 06:46:42,17.0,2,62,0.25
2026-06-02 06:46:54,2026-06-02 06:47:34,2026-06-02 06:46:54,21.0,1,60,0.67
2026-06-02 06:47:38,2026-06-02 06:47:46,2026-06-02 06:47:46,20.0,2,64,0.13
2026-06-02 06:47:53,2026-06-02 06:48:01,2026-06-02 06:48:01,23.0,1,60,0.13
2026-06-02 06:48:09,2026-06-02 06:48:33,2026-06-02 06:48:09,23.0,2,65,0.4
2026-06-02 06:48:44,2026-06-02 06:48:44,2026-06-02 06:48:44,22.0,1,57,0.0
2026-06-02 06:48:47,2026-06-02 06:48:47,2026-06-02 06:48:47,19.0,2,64,0.0
2026-06-02 06:48:55,2026-06-02 06:48:55,2026-06-02 06:48:55,17.0,1,57,0.0
2026-06-02 06:48:59,2026-06-02 06:48:59,2026-06-02 06:48:59,29.0,2,63,0.0
2026-06-02 06:49:01,2026-06-02 06:49:01,2026-06-02 06:49:01,22.0,1,59,0.0
2026-06-02 06:49:04,2026-06-02 06:49:04,2026-06-02 06:49:04,20.0,2,61,0.0
2026-06-02 06:49:10,2026-06-02 06:49:10,2026-06-02 06:49:10,17.0,1,58,0.0
2026-06-02 06:49:11,2026-06-02 06:49:17,2026-06-02 06:49:17,25.0,2,63,0.1
2026-06-02 06:49:31,2026-06-02 06:49:39,2026-06-02 06:49:39,25.0,1,60,0.13
2026-06-02 06:49:48,2026-06-02 06:49:48,2026-06-02 06:49:48,22.0,2,63,0.0
2026-06-02 06:49:54,2026-06-02 06:49:54,2026-06-02 06:49:54,22.0,1,57,0.0
2026-06-02 06:50:11,2026-06-02 06:50:11,2026-06-02 06:50:11,20.0,2,62,0.0
2026-06-02 06:50:19,2026-06-02 06:50:35,2026-06-02 06:50:35,25.0,1,60,0.27
2026-06-02 06:50:47,2026-06-02 06:50:47,2026-06-02 06:50:47,24.0,2,61,0.0
2026-06-02 06:50:54,2026-06-02 06:51:14,2026-06-02 06:50:54,29.0,1,60,0.33
2026-06-02 06:51:18,2026-06-02 06:51:18,2026-06-02 06:51:18,30.0,2,61,0.0
2026-06-02 06:51:24,2026-06-02 06:51:24,2026-06-02 06:51:24,26.0,1,57,0.0
2026-06-02 06:51:34,2026-06-02 06:51:34,2026-06-02 06:51:34,32.0,2,60,0.0
2026-06-02 06:51:37,2026-06-02 06:51:37,2026-06-02 06:51:37,32.0,3,69,0.0
2026-06-02 06:51:39,2026-06-02 06:52:01,2026-06-02 06:52:01,31.0,1,59,0.37
2026-06-02 06:52:02,2026-06-02 06:52:02,2026-06-02 06:52:02,37.0,3,70,0.0
2026-06-02 06:52:10,2026-06-02 06:52:10,2026-06-02 06:52:10,29.0,2,64,0.0
2026-06-02 06:52:16,2026-06-02 06:52:31,2026-06-02 06:52:28,30.0,1,60,0.25
2026-06-02 06:52:32,2026-06-02 06:52:34,2026-06-02 06:52:34,31.0,2,62,0.03
2026-06-02 06:52:44,2026-06-02 06:52:52,2026-06-02 06:52:44,36.0,1,60,0.13
2026-06-02 06:52:55,2026-06-02 06:52:55,2026-06-02 06:52:55,32.0,3,66,0.0
2026-06-02 06:53:10,2026-06-02 06:53:19,2026-06-02 06:53:10,36.0,1,58,0.15
2026-06-02 06:53:22,2026-06-02 06:53:24,2026-06-02 06:53:22,33.0,2,63,0.03
2026-06-02 06:53:26,2026-06-02 06:53:26,2026-06-02 06:53:26,36.0,1,60,0.0
2026-06-02 06:53:32,2026-06-02 06:53:39,2026-06-02 06:53:32,36.0,2,64,0.12
2026-06-02 06:53:43,2026-06-02 06:53:43,2026-06-02 06:53:43,36.0,1,59,0.0
2026-06-02 06:53:54,2026-06-02 06:53:54,2026-06-02 06:53:54,34.0,2,63,0.0
2026-06-02 06:53:58,2026-06-02 06:54:22,2026-06-02 06:54:18,37.0,1,60,0.4
2026-06-02 06:54:26,2026-06-02 06:54:26,2026-06-02 06:54:26,37.0,2,63,0.0
2026-06-02 06:54:33,2026-06-02 06:54:48,2026-06-02 06:54:48,46.0,1,60,0.25
2026-06-02 06:54:52,2026-06-02 06:54:52,2026-06-02 06:54:52,41.0,2,65,0.0
2026-06-02 06:54:55,2026-06-02 06:54:57,2026-06-02 06:54:57,42.0,1,60,0.03
2026-06-02 06:55:03,2026-06-02 06:55:03,2026-06-02 06:55:03,45.0,3,67,0.0
2026-06-02 06:55:08,2026-06-02 06:55:08,2026-06-02 06:55:08,39.0,2,61,0.0
2026-06-02 06:55:11,2026-06-02 06:55:25,2026-06-02 06:55:20,51.0,1,60,0.23
2026-06-02 06:55:33,2026-06-02 06:55:33,2026-06-02 06:55:33,44.0,2,62,0.0
2026-06-02 06:55:41,2026-06-02 06:55:45,2026-06-02 06:55:41,53.0,1,60,0.07
2026-06-02 06:55:49,2026-06-02 06:56:06,2026-06-02 06:55:49,55.0,2,64,0.28
2026-06-02 06:56:09,2026-06-02 06:56:09,2026-06-02 06:56:09,54.0,1,57,0.0
2026-06-02 06:56:20,2026-06-02 06:56:20,2026-06-02 06:56:20,47.0,2,60,0.0
2026-06-02 06:56:24,2026-06-02 06:56:27,2026-06-02 06:56:24,45.0,1,58,0.05
2026-06-02 06:56:36,2026-06-02 06:56:36,2026-06-02 06:56:36,40.0,2,61,0.0
2026-06-02 06:56:44,2026-06-02 06:56:44,2026-06-02 06:56:44,45.0,1,60,0.0
2026-06-02 06:56:51,2026-06-02 06:56:51,2026-06-02 06:56:51,42.0,2,61,0.0
2026-06-02 06:57:07,2026-06-02 06:57:07,2026-06-02 06:57:07,36.0,1,58,0.0
2026-06-02 06:57:15,2026-06-02 06:57:15,2026-06-02 06:57:15,46.0,2,60,0.0
2026-06-02 06:57:44,2026-06-02 06:57:44,2026-06-02 06:57:44,45.0,1,60,0.0
2026-06-02 06:57:49,2026-06-02 06:57:49,2026-06-02 06:57:49,64.0,3,66,0.0
2026-06-02 06:58:02,2026-06-02 06:58:08,2026-06-02 06:58:02,59.0,1,60,0.1
2026-06-02 06:58:10,2026-06-02 06:58:10,2026-06-02 06:58:10,63.0,2,63,0.0
2026-06-02 06:58:12,2026-06-02 06:58:21,2026-06-02 06:58:15,55.0,1,60,0.15
2026-06-02 06:58:23,2026-06-02 06:58:30,2026-06-02 06:58:27,82.0,3,68,0.12
2026-06-02 06:58:32,2026-06-02 06:58:33,2026-06-02 06:58:33,79.0,2,65,0.02
2026-06-02 06:58:35,2026-06-02 06:58:35,2026-06-02 06:58:35,85.0,3,67,0.0
2026-06-02 06:58:36,2026-06-02 06:58:37,2026-06-02 06:58:37,73.0,1,59,0.02
2026-06-02 06:58:38,2026-06-02 06:58:38,2026-06-02 06:58:38,74.0,2,62,0.0
2026-06-02 06:58:40,2026-06-02 06:58:40,2026-06-02 06:58:40,79.0,1,58,0.0
2026-06-02 06:58:41,2026-06-02 06:58:41,2026-06-02 06:58:41,79.0,2,64,0.0
2026-06-02 06:58:44,2026-06-02 06:58:45,2026-06-02 06:58:45,82.0,1,60,0.02
2026-06-02 06:58:48,2026-06-02 06:58:50,2026-06-02 06:58:50,83.0,3,67,0.03
2026-06-02 06:58:52,2026-06-02 06:58:56,2026-06-02 06:58:56,77.0,1,60,0.07
2026-06-02 06:59:01,2026-06-02 06:59:01,2026-06-02 06:59:01,75.0,2,61,0.0
2026-06-02 06:59:03,2026-06-02 06:59:09,2026-06-02 06:59:09,90.0,1,59,0.1
2026-06-02 06:59:11,2026-06-02 06:59:11,2026-06-02 06:59:11,84.0,2,62,0.0
2026-06-02 06:59:16,2026-06-02 06:59:41,2026-06-02 06:59:18,100.0,1,60,0.42
2026-06-02 06:59:50,2026-06-02 06:59:50,2026-06-02 06:59:50,97.0,2,61,0.0
2026-06-02 07:00:02,2026-06-02 07:01:58,2026-06-02 07:00:32,89.0,1,59,1.93
2026-06-02 07:02:27,2026-06-02 07:02:27,2026-06-02 07:02:27,77.0,2,62,0.0
2026-06-02 07:02:35,2026-06-02 07:04:15,2026-06-02 07:04:00,71.0,1,59,1.67
2026-06-02 07:04:48,2026-06-02 07:04:48,2026-06-02 07:04:48,30.0,2,62,0.0
2026-06-02 07:05:17,2026-06-02 07:06:35,2026-06-02 07:05:40,42.0,1,60,1.3
2026-06-02 07:06:51,2026-06-02 07:07:07,2026-06-02 07:06:51,35.0,2,63,0.27
2026-06-02 07:07:16,2026-06-02 07:07:16,2026-06-02 07:07:16,44.0,1,57,0.0
